ID,Question,A,B,C,D,Answer,Subject
42,一群人把数字 12345.6789 写在一张纸上。然后这群人决定玩个游戏。谁能把给定数字四舍五入并得到一个比其他任何人都高的数字，谁就是游戏的赢家。Alice 把数字四舍五入到最接近的一万，Bob 四舍五入到最接近的千，Carol 四舍五入到最接近的百，Devon 四舍五入到最接近的十，Eugene 四舍五入到最接近的整数。另外，Felicity 把数字四舍五入到最接近的十分位数，Gerald 把数字四舍五入到最接近的百分位数，Harry 把数字四舍五入到最接近的千分位数，Irene 把数字四舍五入到最接近的万分位数。谁赢了这场游戏？,Alice,Devon,Bob,Gerald,B,high_school_mathematics
52,分子为 2、3、4 或 6，分母为 2、3、4 或 6 的分数可以产生多少唯一的数字？,1,9,2,10,B,high_school_mathematics
55,设 f(x)=\frac{(x-2)^2-9}{3}。将方程 y=f(x) 画成图形，并将图形的 x 和 y 截距连接起来形成一个多边形。此多边形的面积是多少？,5,\frac{25}{6},\frac{\sqrt{2465}{9},2,A,high_school_mathematics
82,求 25^1059 除以 23 的余数。,11,13,8,5,C,high_school_mathematics
108,若 f(2x) = x + 5 且 f(g(6)) = 13，则 2 * g(6) =,6,16,32,36,C,high_school_mathematics
126,学校校长必须让三位不同的教师在毕业典礼上发言——一位负责开幕致辞，一位负责唱名，一位负责结束致辞。教职工有 85 位教师。校长可以有多少种可能的演讲阵容？,"592,620","592,704","614,125","614,126",A,high_school_mathematics
129,$12$ 是多少个正整数、负整数的倍数？,3,12,4,6,B,high_school_mathematics
134,一件大衣的标价是 325 美元。在 11 月，大衣卖不出去，商店老板把它的价格降低了 20%。到 12 月，她又将价格下调了 10%。12 月的圣诞购物者要花多少美元买这件大衣？,227.50 美元,234.00 美元,286.00 美元,290.00 美元,B,high_school_mathematics
165,一天，一只变形虫被放在一个水坑里，同一天，它分裂成两只变形虫。第二天，每只新的变形虫分裂成两只新的变形虫，以此类推，每天每只活的变形虫分裂成两只新的变形虫。一周后，水坑里有多少只变形虫？（假设在第一只变形虫被放入水坑之前，水坑里没有变形虫。）,256,1024,64,128,D,high_school_mathematics
171,"若点 (3,6) 在 y=g(x) 的图形上，且对于所有 x，h(x)=(g(x))^2 ，则一定有一个点在 y=h(x) 的图形上。该点的坐标和是多少？",12,36,39,13,C,high_school_mathematics
213,已知 \[\dfrac{\sqrt{x}}{x\sqrt{3}+\sqrt{2}} = \dfrac{1}{2x\sqrt{6}+4}\]，求 x。,\frac{3}{4},\frac{1}{4},\frac{1}{2},\frac{1}{8},D,high_school_mathematics
226,一份消费者报告披露以下三支牙膏的信息。Bright 比 Fresh 贵 60%，体积比 Glow 少 25%。Glow 比 Bright 便宜 25%，体积比 Fresh 多 33\frac{1}{3} \ %。Fresh 每单位体积价格是 1.00 美元。Glow 每单位体积价格是多少美分？,90,120,60,320,A,high_school_mathematics
228,使 \frac{1}{n} 是一个终止小数且 n 包含数字 9 的最小正整数 n 是多少？,32,64,4096,256,C,high_school_mathematics
3,已知商品 X 和 Y 的交叉价格弹性是 +2.0。这意味着,商品 X 和 Y 是正常品。,商品 X 和 Y 是次等品。,商品 X 和 Y 是互补品。,商品 X 和 Y 是替代品。,D,high_school_microeconomics
41,边际收益递减法则会使,AVC 首先上升，但最终会随着产出的增加而下降。,AFC 首先上升，但最终会随着产出的增加而下降。,MP 首先下降，但最终会随着产出的增加而上升。,MC 首先下降，但最终会随着产出的增加而上升。,D,high_school_microeconomics
70,假设在咖啡市场上设置了价格下限。这一政策的一个结果是,对咖啡冲泡机的需求减少。,市场上咖啡的持续短缺。,由于咖啡价格下降，消费者剩余增加。,对咖啡需求的增加。,A,high_school_microeconomics
212,以下哪个选项可能拥有弹性最小的需求曲线？,对完全竞争企业产出的需求,对生产同质产品的寡头垄断企业的产出的需求,对生产差异化产品的寡头垄断企业的产出的需求,对垄断企业产出的需求,D,high_school_microeconomics
214,为了找到特定商品的市场供给曲线，人们会,水平汇总企业边际收入水平曲线,垂直汇总企业供给曲线,垂直汇总企业边际成本曲线,水平汇总企业供给曲线,D,high_school_microeconomics
218,第 1 题答案的基础是,P 或劳动工资率 > 劳动的 MRP，而对于额外一个单位的劳动，工资率 < MRP。,P 或劳动工资率 < 劳动的 MRP，而对于额外一个单位的劳动，WI > MRP。,总收入达到最大值。,总产出达到最大值。,B,high_school_microeconomics
222,沙丁鱼的总效用在购买时达到最大值，直到,边际效用为零,边际收益等于边际成本,消费者剩余为零,实现了分配效率,A,high_school_microeconomics
8,一个质量为 m 的盒子在水平表面上以初速度 v0 滑行。除了重力和表面力外，它没有受任何力的作用。如果盒子和表面之间的动摩擦系数为 μ，那么盒子滑行多远才会静止下来？,v0^2/(2μg),v0^2/(μg),2v0^2/(μg),mv0^2/(μg),A,high_school_physics
16,电子束的速度为 10^7 m/s，地球磁场强度为 5 × 10−5 T，如果利用地球磁场将电子束弯曲成圆形，那么这个圆的半径是多少？,1 nm,1 μm,1 mm,1 m,D,high_school_physics
29,一个盒子放在一个斜面上，没有滑动。随着斜面角度（从水平方向测量）的增加，法向力,线性增大,线性减小,不变,非线性减小,D,high_school_physics
84,两个带电小球间的距离很小，它们之间的相互作用力为 50 μN。若保持两个小球的电荷量相同，其中一个小球的质量会增加一倍，另一个小球则不会。两个小球间的新电力是多少？,50 μN,100 μN,200 μN,400 μN,A,high_school_physics
118,两名滑冰者在无摩擦的冰面上滑行，即将相撞。50-kg 的滑冰者以 4 m/s 的速度向正西方向滑行。75-kg 的滑冰者以 2 m/s 的速度向正北方向滑行。相撞后，他们贴在一起。对于这种情况，以下哪种说法是正确的？,该系统的线性动量是守恒的，因为在碰撞过程中，系统的净力不为零。,该系统只有动能是守恒的，因为这是非弹性碰撞。,该系统只有动能是守恒的，因为这是弹性碰撞。,该系统的线性动量是守恒的，因为系统的净力为零。,D,high_school_physics
129,一个粒子在速度为 3.0 m/s 时动能以 –6.0 J/s 的速率变化。此时，粒子受到的力是多少？,0.5 N,2.0 N,4.5 N,9.0 N,B,high_school_physics
141,验光师使用镜片度数线性标度（单位为屈光度）制定镜片矫正方案。近视患者看不清远处的物体，因为他们眼睛的晶状体的聚光能力太强了。如果某近视患者的屈光度是 -5，那么她的矫正镜片会使远处的物体呈现出怎样的像？,在她眼前约 20 cm 处呈现出正立的实像,在她眼前约 20 cm 处呈现出正立的虚像,在她眼后约 20 cm 处呈现出倒立的实像,在她眼后约 5 cm 处呈现出倒立的虚像,B,high_school_physics
59,Ek 教授对研究中学生的网络霸凌行为很感兴趣。以下哪一种研究方法的选择（和选择的理由）是最合适的？,实验——研究网络霸凌最方便、最合乎道德的方法是将一半的参与者随机分配到经历自变量（网络霸凌）的一组。,相关性——故意让中学生接触霸凌行为是不道德的，所以 Ek 教授应该研究与现有网络霸凌事件相关的变量。,自然主义观察——通过监测中学生的社交网络行为来观察网络霸凌的实例将提供最准确的数据，并且不会引起重要的隐私问题，因为社交网络被认为是“公共”空间。,调查——关于网络霸凌行为和对这些行为的反应的自我调查报告可能会提供对霸凌及其影响的最准确描述。,B,high_school_psychology
70,下列哪种类型的数据涉及统计在指定时间段内观察到的行为的发生次数？,持续时间记录,延迟记录,事件记录,整体-间隔记录,C,high_school_psychology
76,一种以受迫害妄想、幻觉和思维紊乱为特征的疾病是,偏执型分裂症,神经性厌食症,转化性障碍,疑病症,A,high_school_psychology
99,在黑暗时期，大脑中部的松果体产生以下哪一种对睡眠调节至关重要的激素？,雌激素,肾上腺素,睾酮,褪黑激素,D,high_school_psychology
107,B· F·斯金纳以他涉及_____的工作而闻名,生物视角,行为视角,认知视角,心理动力学视角,B,high_school_psychology
132,由于一次事故，Abdul 的右眼失明了。为了判断车辆的距离，Abdul 在驾驶时能够依靠_____的线索,仅 I,仅 II,仅 III,仅 I 和 II,D,high_school_psychology
194,亚伦·贝克的消极信念三联组，通过检查对自我和世界的消极想法来解释抑郁症的循环，它说明了哪种类型的治疗？,精神分析,认知,人文主义,行为,B,high_school_psychology
216,研究表明，与心脏病相关的 A 类行为的最关键因素是,愤怒,竞争力,时间紧迫感,责任心,A,high_school_psychology
220,以下哪一种神经递质与快乐体验最明显相关？,伽马氨基丁酸,乙酰胆碱,5 -羟色胺,多巴胺,D,high_school_psychology
224,根据埃里克森的观点，那些在生命结束时带着遗憾和感觉生活缺乏成就感的人，证明他们没有成功地解决人生_____的挑战,亲密与孤独,角色同一与混乱,完善无憾与悲观绝望,繁衍与停滞,C,high_school_psychology
401,霍华德·加德纳和罗伯特·斯滕伯格等一些当代智力研究人员抱怨学校过于关注,不重要的科目，比如艺术和音乐。,鼓励创造性思维。,影响智力表现的环境因素。,传统的科目和方法。,D,high_school_psychology
418,对重力作出反应并让你了解身体在空间中的位置的感受器主要位于,耳朵的耳蜗,眼黄斑,嗅觉粘膜,骨骼的肌肉和关节,D,high_school_psychology
430,动作电位涉及到_____的运动,葡萄糖进入轴突,脂肪从轴突末端排出,突触间隙中的分子,钠离子进入轴突,D,high_school_psychology
441,根据研究人员达利和拉塔妮的说法，当有很多人目击犯罪时，旁观者的干预会减少。什么社会心理学概念可以最好地解释这一现象？,社会惰化,偏见,从众,责任分散,D,high_school_psychology
454,根据以下哪一种人格理论，所有人本质上都有相同的一套特质，不同之处只在于他们表现出每种特质的程度？,一般规律,特殊规律,弗洛伊德,体型分类,A,high_school_psychology
472,哪个最能代表脉冲在反射弧上的路径？,受体，传入神经元，中间神经元，传出神经元，效应器,受体，传出神经元，中间神经元，传入神经元，感受器,感觉神经元，中间神经元，传入神经元，传出神经元，效应器,效应器，感觉神经元，传入神经元，中间神经元，受体,A,high_school_psychology
479,哪种研究方法最有可能被用于检验以下假设：通过购买混合动力汽车来节省能源的人更有可能在有机食品上花更多的钱。,实验,自然观察,案例研究,相关性,D,high_school_psychology
521,在功能上，眼睛视网膜上的受体与耳朵耳蜗上的受体的最大区别在于,其细胞膜静息电位的大小,参与它们的动作电位的离子,它们转换的能量类型,每个细胞拥有的轴突数,C,high_school_psychology
530,列夫·维果茨基研究认知发展的方法是,心理动力,行为,生物,社会文化,D,high_school_psychology
171,一个镇有一所高中，用公共汽车接送来自城市、郊区和农村社区的学生。推荐以下哪个样本，用于研究对跟踪优等班、普通班和差班学生的态度？,便利样本,简单随机样本 (SRS),分层样本,系统样本,C,high_school_statistics
149,"本问题涉及以下信息。
“我们的宪法并没有照搬邻国的法律；与其说我们自己是模仿者，不如说我们是别人的榜样。它的管理有利于多数人，而不是少数人；这就是它被称为民主的原因。如果我们仰仗法律，法律在私人差异方面为所有人提供了平等的公正；如果没有社会地位，在公共生活中的晋升则取决于能力的声誉，不允许阶级因素干扰功绩；如果一个人有能力为国家服务，他也不会因其条件不好而受到妨碍。我们在政府中享有的自由也延伸到我们的日常生活中。我们不会因为邻居做了他喜欢做的事而对他发火，甚至不会沉溺于那些令人不快的眼神，尽管这些眼神不会造成任何惩罚。但是，我们在私人关系中的所有这些便利并没有使我们成为无法无天的公民。这种恐惧是我们的主要保障，它教导我们要服从法官和法律，特别是关于保护受害者的法律，无论它们是否成文法律，或者属于那种虽然没有成文，但如果违背就会蒙羞的准则。”
修昔底德，《伯罗奔尼撒战争史》，约公元前 415 年。
在写作这篇文章的时期，谁可以参与希腊的民主进程？",在本州地理范围内出生的所有成年男子,在本州地理范围内出生的所有成年男子和女子,出生时即为本州公民的所有成年男子,出生时即为本州公民的所有成年男子和女子,C,high_school_world_history
171,"本问题涉及以下信息。
“卡斯提亚、莱昂、阿拉贡、西西里、格拉纳达等地的上述国王和王后以及葡萄牙和阿尔加维等地的上述国王的上述代表宣布：
[本人]鉴于上述领主及其选民之间对截至本条约签订之日在大洋海域发现的所有土地分别属于上述各部分存在一定争议；因此，为了和平与和睦，为了维护葡萄牙国王与卡斯提亚、阿拉贡等国国王和王后的关系和爱，诸位殿下以及他们的上述代表，以他们的名义并凭借他们在此所述的权力，约定并同意在上述大洋海域，从北到南，从北极到南极，确定并划定一条南北边界或直线。该边界或界线应按上述方法，在佛得角群岛以西三百七十里格处划成直线，以度数计算，或以任何其他可能被认为最佳和最合适的方法计算，但距离不得大于上述距离。上述葡萄牙国王及其船只在如上所述确定的界线和边界的这一侧，向东，在北纬或南纬，在上述边界的东侧，已经发现和探索的或今后将发现和探索的所有土地，包括岛屿和陆地，只要未跨越上述边界，均应属于上述葡萄牙国王及其继承者，并由其永久占有和拥有。以及卡斯提亚、阿拉贡等地的国王和王后及其船只在上述边界西侧发现的或今后将发现的所有其他土地，包括岛屿和陆地，如上所述，在其北纬或南纬向西经过上述边界后，应属于卡斯提亚、莱昂等地的国王和王后及其继承人，并由他们永久占有和拥有。”
1494 年《托德西利亚斯条约》
上述条约为以下哪个历史发展提供了证据？",君主们参与并对发现之旅感兴趣。,股份公司赞助了西半球和东半球的殖民活动。,欧洲和撒哈拉以南非洲之间的枪支和奴隶贸易。,科学革命和日心说的发现。,A,high_school_world_history
184,"本问题涉及以下信息。
那么，这些外国人又该用什么样的理由原则来换回有毒的药物呢？ 我们无意说外国人心中怀有这样的破坏性意图，但我们可以肯定地断言，由于他们对利益的过度渴求，他们根本不在乎对我们造成的伤害！既然如此，我们不禁要问，上天植入每个人心中的良知究竟变成了什么？ 我们听说，在你们自己的国家，鸦片是被严格禁止的。这有力地证明，你深知这对人类的伤害有多大。既然你们不允许它伤害你们自己的国家，你们就不应该让这种有害的药物转移到其他国家，更不应该转移到内陆国家！在中国向外国出口的产品中，没有任何一件不是以某种形式造福人类的。
中国贸易专员林则徐 1839 年致维多利亚女王的信
这篇文章与以下哪个广泛的发展最密切相关？",欧洲对中国公民的奴役,欧洲在中国传教活动的扩张,欧洲对中国的经济统治,欧洲对中国领土的殖民,C,high_school_world_history
192,"本问题涉及以下信息。
“他们一抵达，就受到了大汗的亲切接见，大汗的主要官员齐聚一堂。当他们走近他时，便跪在地上表示敬意。他立即叫他们起身，向他讲述他们旅行的情况，以及他们与教皇陛下谈判时发生的一切情况。他们按照事件的正常进展，用简明扼要的语言进行了叙述，他聚精会神地听着。随后，教皇格里高利的信函和礼物被摆在了他的面前，在听到前者的宣读后，他对使节们的忠诚、热情和勤奋大加赞赏；他怀着应有的敬意接过了圣墓中的油，并嘱咐要以虔诚的态度小心保存。他看到马可·波罗后询问他是谁，尼科洛回答说，这是你的仆人，也是我的儿子。大汗回答说：‘他很受欢迎，这让我很高兴。’大汗让他加入了自己的随从。因为他们的归来，大汗大摆宴席，欢天喜地；只要他们兄弟俩和马可还在大汗的宫廷里，他们就会得到比大汗自己的臣子更高的荣誉。马可受到宫廷所有成员的高度评价和尊敬。他在很短的时间内学会并采用了鞑靼人的礼仪，精通四种不同的语言，并具备了读写能力。”
《马可波罗游记》，约公元 1300 年。
以下哪项最好地描述了蒙古帝国与古代和中世纪世界其他主要帝国的不同之处？",蒙古人通常忽略或同化他们所征服的民族的文化特征。,蒙古人经常在没有重大破坏或流血的情况下占领领土。,蒙古人把他们的宗教信仰强加给他们征服的人民。,蒙古人对与其地理上的邻国进行贸易没什么兴趣。,A,high_school_world_history
217,"本问题涉及以下信息。
“非洲能够为世界和平做出的最大贡献是，通过建立一个政治联盟并以其成功为分裂的世界树立榜样避免不团结所固有的一切危险。非洲国家联盟将更有效地展现非洲的个性。它将赢得这个只看重规模和影响力的世界的尊重。非洲人反对法国在撒哈拉进行原子弹试验，但却很少受到关注；当刚果共和国陷入无政府状态时，联合国却在刚果纠缠于宪法的细枝末节，这种可耻的场面证明了大国对非洲独立的无情漠视。”
克瓦米·恩克鲁玛，加纳领导人，1961 年
根据演讲，法国人认为非洲是以下哪一种？",一群摇摇欲坠陷入无政府状态的共和国,一种在冷战中增强法国实力的资源,非常重要，因为撒哈拉沙漠的自然资源,一个强大的政治联盟,B,high_school_world_history
173,有孙子孙女上大学的祖父母报告说，当他们的孙子孙女有如下行为时，他们感到特别关爱,询问他们对生活的满意度并主动提供帮助,在节日期间探望并带来礼物,突然造访并征求意见,邀请祖父母到家里做客，做一顿丰盛的饭菜,C,human_aging
100,子宫内膜在下列哪个阶段生长和增厚？,月经期,卵泡期,黄体期,排卵期,B,human_sexuality
113,关于恋爱关系中的自我表露，下列哪项得到了研究支持？,当一方在关系中自我表露时，另一方不太可能这样做,一方的自我表露往往会导致另一方的自我表露,自我表露的量与关系满意度之间存在负相关,自我表露的量与关系满意度之间没有相关性,B,human_sexuality
26,MLE 估计通常不受欢迎，因为,它们有偏差,它们具有高方差,它们不是一致的估计量,以上都不是,B,machine_learning
30,神经网络：,优化凸目标函数,只能使用随机梯度下降进行训练,可以使用不同激活函数的混合,以上都不是,C,machine_learning
35,以下哪句话关于回归的说法是错误的？,它将输入与输出联系起来。,它用于预测。,它可用于解释。,它发现因果关系,D,machine_learning
44,给定一个具有 N 个输入节点、没有隐藏层、一个输出节点、具有熵损失和 S 型激活函数的神经网络，以下哪种算法（具有适当的超参数和初始化）可用于找到全局最优值？,随机梯度下降,小批量梯度下降,批量梯度下降,以上所有,D,machine_learning
53,神经网络中 S 型函数节点的数值输出：,无界，包含所有实数。,无界，包含所有整数。,介于 0 和 1 之间。,介于 -1 和 1 之间。,C,machine_learning
59,以下哪项可以在进行装袋算法时防止过度拟合？,使用替换抽样作为抽样技术,使用弱分类器,使用不易过度拟合的分类算法,对每个经过训练的分类器进行验证的做法,B,machine_learning
71,K 倍交叉验证是,K 中的线性,K 中的二次,K 中的三次,K 中的指数,A,machine_learning
74,人工智能带来的生存风险最常与以下哪位教授有关？,Nando de Frietas,Yann LeCun,Stuart Russell,Jitendra Malik,C,machine_learning
75,陈述 1| 最大化逻辑回归模型的似然会产生多个局部最优值。陈述 2| 如果数据分布已知，则没有分类器能比朴素贝叶斯分类器做得更好。,正确，正确,错误，错误,正确，错误,错误，正确,B,machine_learning
81,陈述 1| 在贝叶斯网络中，连接树算法的推理结果与变量消除的推理结果相同。陈述 2| 如果两个随机变量 X 和 Y 在给定另一个随机变量 Z 的情况下条件独立，则在相应的贝叶斯网络中，X 和 Y 的节点在给定 Z 的情况下是 d 分离的。,正确，正确,错误，错误,正确，错误,错误，正确,C,machine_learning
99,在线性回归中应用正则化惩罚后，您发现 w 的一些系数被归零。可能使用了以下哪种惩罚？,L0 范数,L1 范数,L2 范数,(a) 或 (b),D,machine_learning
54,反映一个组织状况的关键因素是什么？,行政管理,流程,活动,突发事件,D,management
88,哪位 18 世纪的作者撰写一本名为《国富论》的著名著作？,弗雷德里克·泰勒,亨利·明茨伯格,亚当·斯密,塞缪尔·约翰逊博士,C,management
100,社会企业关心什么？,利润最大化,市场份额最大化,提供公共服务,经营企业，创造社会效益,D,management
54,营销研究：,是为了了解如何制定特定的营销策略决策而进行的工作。,是指从个人或组织的样本或普查中收集和分析数据。,包括各种形式的市场、意见和社会研究，例如消费者和行业调查。,是为确定相关行业的结构特征而进行的工作。,A,marketing
78,当零售商店同意与某个消费品的全国分销商分摊该产品的广告费用时，使用了下列哪种类型的广告？,贸易广告,行业广告,全国性广告,合作广告,D,marketing
83,哪种类型的零售商将相对较低的价格作为一个主要卖点，并结合较低的经营成本？,折扣零售商。,便利店。,品类刺客商店。,有限品种商店,A,marketing
98,现在，在世界上许多国家，几乎所有营销传播形式的烟草广告都被禁止。这可以解释为以下因素的影响：,技术环境。,法律环境。,经济环境。,生态环境。,B,marketing
127,这些商店旨在消灭竞争，其特点是产品搭配很窄但非常丰富，价格低廉，客户服务很少。,专业商店。,有限品种商店,品类刺客商店。,超级商店。,C,marketing
151,这是制造、购买和消费可能在不同时间点发生的情况。,时间效用。,所有权效用。,可访问性。,信息效用。,A,marketing
175,____________________是那些满足相同的目标市场，但提供不同的产品，以满足市场需求的公司，例如 Spotify、Sony 和 Apple 的 iPod。,直接竞争。,直接供应商。,间接分销商。,间接竞争。,D,marketing
220,家庭生命周期：,是一种应用心理细分的方法。,指家庭形成和解体的过程。,提供对年龄、职业、收入和住房之间关系的见解。,由个人从婴儿期到退休的 11 个成长阶段组成。,B,marketing
221,一家营销研究公司与客户签订合同，从数据收集、分析和报告等方面进行完整的市场研究项目。这是一家__________公司。,顾问。,现场机构。,全面服务机构。,制作表格机构。,C,marketing
20,迪乔治/什普林茨恩综合征是由哪个染色体的缺失引起的？,4,7,15,22,D,medical_genetics
36,下列哪种疾病在父系遗传中显示出预期效应？,亨廷顿病,马凡氏综合征,囊性纤维化,脆性 X 染色体综合征,A,medical_genetics
48,平均而言，表兄弟姊妹共有的基因比例是___。,1.0/2,1.0/4,1.0/8,1.0/16,C,medical_genetics
53,用于克隆的质粒载体：,通常能容纳的插入比噬菌体载体大,在细菌内生长，并出现在琼脂平板上的细菌聚落中,能容纳超过 10 万个碱基的插入,包含着丝粒，以便在酵母中繁殖,B,medical_genetics
40,在第二次世界大战期间，这些国家中哪一个不是轴心国联盟的成员？,德国,意大利,西班牙,日本,C,miscellaneous
61,在十字军东征时期，伊斯兰文明在以下哪个领域对欧洲人影响最大？,音乐,神学,数学,法律,C,miscellaneous
133,这些动物中哪一种会下蛋？,牛,沙鼠,青蛙,大象,C,miscellaneous
162,需要多少羽衣甘蓝才能提供一个人一整年所需的卡路里？,2*10^3 公斤/年,2*10^4 公斤/年,2*10^5 公斤/年,2*10^6 公斤/年,A,miscellaneous
251,马海毛是由什么动物的羊毛制成的？,骆驼,美洲驼,山羊,鼹鼠,C,miscellaneous
308,应对经济衰退的财政政策需要,增加税收,增加政府开支,降低存款准备金率,降低贴现率,B,miscellaneous
323,下列糖果中哪一种是以棒球运动员的名字命名的？,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,miscellaneous
342,什么运动被称为“国王的运动”？,马球,射箭,游艇,赛马,D,miscellaneous
400,19 世纪早期的铁路蒸汽机是下列哪一种动力系统的不错例子？,内燃机,外燃机,旋转式引擎,反应引擎,B,miscellaneous
404,美利坚联盟国有多少个州？,11,13,16,22,A,miscellaneous
418,下面哪一种岩石最有可能是由页岩变质作用形成的？,花岗岩,石英岩,片岩,大理石,C,miscellaneous
462,在电影《王牌大贱谍》中，邪恶博士的小克隆体叫什么名字？,Little Buddy,Mini Me,Small Fry,小邪恶博士,B,miscellaneous
496,CD-ROM 中的 ROM 是什么意思？,非常模糊的记忆,运行其他内存,随机对象存储器,只读存储器,D,miscellaneous
559,下面哪一种是用可可籽做的？,杏仁蛋白软糖,酱油,巧克力,凤尾鱼,C,miscellaneous
567,根据耶鲁大学的一项研究，美国成年人最容易识别的气味是什么？,金枪鱼,洗衣,爆米花,咖啡,D,miscellaneous
628,哥伦布第一次航行到“新世界”时起航了多少艘船？,2,3,5,10,B,miscellaneous
652,制作和复制的第一个录音是背诵什么童谣？,《汉普蒂邓普蒂》,《玛丽有只小羊羔》,《杰克要灵活》,《甜蜜之家》,B,miscellaneous
655,在颅骨上钻孔的过程叫什么？,分岔,环钻术,高层大气物理学,欺骗,B,miscellaneous
726,谁是罗马神话中的花之女神？,戴安娜,埃稠,弗罗拉,尼奥比,C,miscellaneous
750,下面哪一种声音通常与猫头鹰有关？,啁啾,吠,咆哮,鸣响,D,miscellaneous
763,飓风佛罗伦萨登陆时的角动量是多少？,L = 10^16 kg * m^2 / s,L = 10^19 kg * m^2 / s,L = 10^22 kg * m^2 / s,L = 10^25 kg * m^2 / s,B,miscellaneous
24,以下哪项不会随年龄增加而发生？,去脂体重下降,骨密度下降,食欲增加,免疫功能受损,C,nutrition
123,现已证明哪些饮食成分能改善人类的高血压？,钾,钠,多不饱和脂肪酸,胆固醇,A,nutrition
152,骨骼肌组织的基本功能单位是什么？,肌纤维,肌节,肌原纤维,肌质网,B,nutrition
158,素食者的体重指数 (BMI) 与肉食者平均差值是多少？,3 个单位的 BMI,0.5 个单位的 BMI,1 个单位的 BMI,2 个单位的 BMI,C,nutrition
228,2 型糖尿病的危险因素包括：,家族史,超重,饮食脂肪摄入量高,以上选项均正确。,D,nutrition
104,迪纳和克兰德尔提到了多少种道德原则？,三种：对学生的危害；缺乏知情同意；侵犯社交媒体隐私。,四种：对参与者的危害；缺乏知情同意；侵犯隐私；涉及欺骗,两种：道德和不道德,两种：对与错,B,philosophy
296,巴特勒认为，一个人以富有同理心的方式行动的程度取决于：,他的同理心情感的力量。,他除了同理心之外的其他情感的力量。,a 和 b 都是。,不是 a 也不是 b。,C,philosophy
60,玉米的野生祖先是什么？,单粒小麦,二粒小麦,墨西哥类蜀黍,豆类,C,prehistory
64,对粳稻（短粒）和籼稻（长粒）这两个主要品种的遗传研究表明：,每一种水稻之间的亲缘关系都比它们在当地的野生祖先更密切，这表明这些现代水稻品种是最近在东亚发展起来的。,每一种水稻与当地野生祖先的关系都比另一种更为密切，这表明这些现代水稻品种是在东亚和南亚分别驯化的。,每一种水稻都互不相关，这表明这些现代水稻品种是在东亚和西欧分别驯化的。,"每一种水稻都与当地的野生祖先密切相关，这表明驯化一定发生在最近，且不早于 2,000 年前。",B,prehistory
77,有趣的是，古代南美洲的文明似乎都没有发展出：,纪念性作品。,灌溉技术。,书面语言。,大量的军队。,C,prehistory
138,阿尔班山遗址位于________，由_________建造。,墨西哥谷；阿兹特克人。,瓦哈卡谷；萨巴特克人。,亚马逊泛滥平原；奥尔梅克人。,尤卡坦半岛；玛雅人。,B,prehistory
231,在古代文明中，共同宗教肖像艺术的传播可能表明什么？,暴力减少，和平增加,文化上，或许还有政治上的统一,贸易和某种形式的货币的使用的增加,有组织的宗教的开始和人类献祭的结束,B,prehistory
236,考古和遗传证据表明，狼与狗分离的驯化过程发生在：,"65,000 至不晚于 48,000 年前","45,000 至不晚于 38,000 年前","35,000 至不晚于 18,000 年前","15,000 至不晚于 10,000 年前",C,prehistory
262,考古学家如何描述在哥贝克力石阵、Watson Brake 和波弗蒂角建造纪念性建筑的民族？,农学家,丰富的觅食者,古老的国家,原始文明,B,prehistory
6,在第 7 年的 7 月 1 日，Dean Co. 以溢价发行了到期日为第 12 年 7 月 1 日的债券。Dean Co. 错误地采用了直线摊销法，而非实际利率法摊销溢价。在第 12 年 6 月 30 日，该错误对下列数额有何影响？                                   债券账面金额  留存收益,高估  低估,低估  高估,高估  没有影响,没有影响  没有影响,D,professional_accounting
13,"一家公司预计在 3 月将生产 10,000 件成品。直接人工标准显示，每个成品需要 2.4 个直接人工小时，标准工资为每小时 20 美元，共计每个成品 48 美元。在 3 月，公司实际生产了 9,000 个成品。生产每个成品使用 2.5 个直接人工小时，公司实际支付每小时 21 美元，共计每个成品 52.5 美元。3 月，公司的直接人工费率差异是多少？","18,000 美元","22,500 美元","25,000 美元","40,500 美元",B,professional_accounting
30,"Vital Corp. 是一家按权责发生制记账的日历年制 C 公司。其第二年的联邦所得税前账面收入为 500,000 美元。该金额包括下列项目：第一年州特许税退税 50,000 美元，市政债券利息收入 7,500 美元。Vital 在其 1120 号表美国公司所得税申报表的附表 M-1 中应报告的第二年应纳税所得额是多少？","500,000 美元","492,500 美元","450,000 美元","442,500 美元",B,professional_accounting
34,Long 是 Frost 的采购代理，Frost 是个体经营者。Long 有明确权限向 Frost 的供应商下采购订单。Long 在互联网上开展业务，与 Frost 接触甚少。在司法诉讼中被宣布为无行为能力后，Long 代表 Frost 向 Grant Corp. 下了一个订单。Long 和 Grant 都不知道 Frost 无行为能力。Frost 或 Frost 的法定代表是否对 Grant 负责任？,是，因为 Long 的代理关系在 Frost 无行为能力后仍然有效。,是，因为订单无论 Frost 是否无行为能力都是有效的。,否，因为 Grant 只与 Long 打交道。,否，因为 Long 无权订立合同。,D,professional_accounting
67,在一年中，Verity 公司以面值购买了 200000 美元的 Otra 公司债券和 50000 美元的美国国债。Verity 将 Otra 债券归类为可供出售证券，将国债分类为现金等价物。在 Verity 的现金流量表中，应报告的投资活动净现金支出为多少？,0 美元,"150,000 美元","200,000 美元","250,000 美元",C,professional_accounting
